"key","message","comment","context"
"All Products",,,"resources/views/Menu.xml:7"
"Black",,,"resources/views/Product.xml:6"
"Custom Menu",,,"resources/views/Menu.xml:6"
"Gray",,,"resources/views/Product.xml:8"
"Notes",,,"resources/views/ProjectTask.xml:34"
"Overview",,,"resources/views/ProjectTask.xml:17"
"Page 1",,,"resources/views/Product.xml:17"
"Page 2",,,"resources/views/Product.xml:18"
"Page 3",,,"resources/views/Product.xml:19"
"Product",,,"resources/views/Product.xml:11"
"Products",,,"resources/views/Menu.xml:9"
"Project",,,"resources/views/ProjectTask.xml:16"
"Project Tasks",,,"resources/views/ProjectTask.xml:5"
"White",,,"resources/views/Product.xml:7"
