"key","message","comment","context"
"All Projects","Les Projets",,"resources/views/Menu.xml:11"
"All Tasks","Les Tâches",,"resources/views/Menu.xml:28
resources/views/Menu.xml:21"
"All Tasks (tree)","","","resources/views/Menu.xml:45"
"Create date","Date de création",,"resources/domains/ProjectTask.xml:12"
"Date","Date",,"resources/domains/ProjectWork.xml:10"
"Deadline date","Date limite",,"resources/domains/ProjectTask.xml:15"
"Description","Description",,"resources/domains/Project.xml:10"
"End date","Date de fin",,"resources/domains/ProjectTask.xml:14"
"Members","Membres",,"resources/domains/Project.xml:14"
"My Tasks","Mes Tâches",,"resources/views/Menu.xml:34
resources/views/Menu.xml:26
resources/views/ProjectTask.xml:90"
"Name","Nom",,"resources/domains/Project.xml:9
resources/domains/ProjectWork.xml:9"
"Notes","Notes",,"resources/domains/Project.xml:11
resources/views/Project.xml:21
resources/domains/ProjectTask.xml:10
resources/views/ProjectTask.xml:43"
"Parent","Parent",,"resources/domains/Project.xml:13"
"Priority","Priorité",,"resources/domains/Project.xml:12
resources/domains/ProjectTask.xml:11"
"Progress","Progession",,"resources/domains/ProjectTask.xml:16"
"Project","Projet",,"resources/domains/ProjectTask.xml:35
resources/views/Project.xml:11"
"Project Management","Gestion de projets",,"resources/views/Menu.xml:6"
"Project Task","Tâche",,"resources/views/ProjectTask.xml:17"
"Project Tasks","Les Tâches de projet",,"resources/views/ProjectTask.xml:6
resources/views/ProjectTask.xml:82
resources/views/ProjectTask.xml:49"
"Project Work","Les Travaux du Projet",,"resources/views/ProjectWork.xml:12
resources/views/ProjectWork.xml:5"
"Projects","Les Projets",,"resources/views/Project.xml:5
resources/views/Menu.xml:47
resources/views/Menu.xml:13"
"Start date","Date de début",,"resources/domains/ProjectTask.xml:13"
"Task","Tâche",,"resources/domains/ProjectWork.xml:12"
"Task Summary","Nom",,"resources/domains/ProjectTask.xml:9"
"Tasks","Tâches",,"resources/domains/Project.xml:15
resources/views/Project.xml:18"
"Time Spent","Heures",,"resources/domains/ProjectWork.xml:11"
"User","Utilisateur",,"resources/domains/ProjectTask.xml:36
resources/domains/ProjectWork.xml:13"
"Work Item","Ligne",,"resources/views/ProjectTask.xml:35
resources/views/ProjectTask.xml:30"
"Work Items","Lignes",,"resources/views/ProjectTask.xml:28"
"Work items","Lignes",,"resources/domains/ProjectTask.xml:37"
