"key","message","comment","context"
"All Taxes","Les Taxes",,"resources/views/Menu.xml:50"
"Amount","Montant",,"resources/domains/Order.xml:17
resources/views/Order.xml:45"
"Black","Noir",,"resources/views/Product.xml:6"
"Blue","Bleu",,"resources/views/Product.xml:11"
"Calculate","Calculer",,"resources/views/Order.xml:38"
"Category","Catégorie",,"resources/domains/Product.xml:12"
"Category 1","Catégorie 1",,"resources/views/Search.xml:52"
"Category 2","Catégorie 2",,"resources/views/Search.xml:53"
"Chocolate","Chocolat",,"resources/views/Product.xml:13"
"Code","Code",,"resources/domains/Product.xml:9
resources/domains/ProductCategory.xml:9
resources/domains/Tax.xml:9"
"Color","Couleur",,"resources/domains/Product.xml:11"
"Configuration","Configuration",,"resources/views/Menu.xml:37"
"Confirm date","Date de confirmation",,"resources/domains/Order.xml:15"
"Confirmed","Confirmé",,"resources/domains/Order.xml:16
resources/views/Order.xml:67"
"Create Date is in future.","Date de création dans le futur",,"resources/views/Order.xml:126"
"Create Partner...","Créer Contact...",,"resources/views/Search.xml:60"
"Create Partner... (12)","Créer Contact... (12)",,"resources/views/Search.xml:62"
"Create Partner... (13)","Créer Contact... (13)",,"resources/views/Search.xml:64"
"Create Partner... (22)","Créer Contact... (22)",,"resources/views/Search.xml:66"
"Create Sale Order...","Créer Commande...",,"resources/views/Search.xml:61"
"Create Sale Order... (13)","Créer Commande... (13)",,"resources/views/Search.xml:63"
"Create Sale Order... (21)","Créer Commande... (21)",,"resources/views/Search.xml:65"
"Create date","Date de création",,"resources/domains/Order.xml:14"
"Customer","Client",,"resources/domains/Order.xml:9"
"Export","Exporter",,"resources/views/Order.xml:39"
"Filter Sale Orders","Filtres Commandes",,"resources/views/Order.xml:66"
"Gray","Gris",,"resources/views/Product.xml:8"
"Green","Vert",,"resources/views/Product.xml:10"
"High Value (>= 1000)","Grande valeur (>= 1000)",,"resources/views/Order.xml:73"
"Items","Articles",,"resources/domains/Order.xml:21"
"Name","Nom",,"resources/domains/Order.xml:10
resources/domains/Product.xml:10
resources/domains/ProductCategory.xml:10
resources/domains/Tax.xml:10"
"No Sale Order Items. Would you like to continue?","Aucun article. Voulez-vous continuer?",,"resources/views/Order.xml:128"
"Not Confirmed","Non confirmé",,"resources/views/Order.xml:70"
"Notes","Notes",,"resources/domains/Order.xml:20
resources/views/Order.xml:32"
"Orange","Orange",,"resources/views/Product.xml:14"
"Order","Commande",,"resources/domains/OrderLine.xml:9
resources/views/Order.xml:16"
"Order Date is in future.","Date de commande dans le futur",,"resources/views/Order.xml:127"
"Order Details","Détails",,"resources/views/Order.xml:17"
"Order creation date is in the future.","Date de création de la commande est dans le futur.",,"resources/views/Order.xml:134"
"Order date","Date de commande",,"resources/domains/Order.xml:13"
"Ordered Item","Articles",,"resources/views/OrderLine.xml:13"
"Ordered Items","Articles",,"resources/views/OrderLine.xml:6"
"Orders","Les Commandes",,"resources/views/Order.xml:6"
"Overview","Général",,"resources/views/OrderLine.xml:14
resources/views/Product.xml:25
resources/views/ProductCategory.xml:12
resources/views/Tax.xml:11"
"Parent","Parent",,"resources/domains/ProductCategory.xml:11"
"Price","Prix",,"resources/domains/OrderLine.xml:11"
"Product","Produit",,"resources/domains/OrderLine.xml:10
resources/views/Product.xml:24"
"Product Categories","Catégories de produits",,"resources/views/Menu.xml:41
resources/views/Menu.xml:43
resources/views/ProductCategory.xml:5"
"Product Category","Catégorie de produit",,"resources/views/ProductCategory.xml:11"
"Products","Produits",,"resources/views/Menu.xml:22
resources/views/Menu.xml:24
resources/views/Product.xml:18"
"Purple","Violet",,"resources/views/Product.xml:15"
"Quantity","Quantité",,"resources/domains/OrderLine.xml:12"
"Rate","Taux",,"resources/domains/Tax.xml:11"
"Red","Rouge",,"resources/views/Product.xml:9"
"Sale Order","Commande",,"resources/views/Search.xml:35"
"Sale Orders","Commande",,"resources/views/Menu.xml:11
resources/views/Menu.xml:13"
"Sales Gauge (this month)","Jauge de vente (ce mois-ci)",,"resources/views/Charts.xml:74"
"Sales Management","Ventes",,"resources/views/Menu.xml:7"
"Sales Search","Recherche commande...",,"resources/views/Search.xml:6"
"Sales Search...","Recherche commande...",,"resources/views/Menu.xml:31
resources/views/Menu.xml:33"
"Sales Timeline","Calendrier des ventes",,"resources/views/Order.xml:62"
"Sales by customer","Chiffre d'affaires par client",,"resources/views/Charts.xml:50"
"Sales per customer","Chiffre d'affaires par client",,"resources/views/Charts.xml:30"
"Sales per month","Chiffre d'affaires par mois",,"resources/views/Charts.xml:6"
"Sub Category 11","Sous-catégorie 11",,"resources/views/Search.xml:54"
"Sub Category 12","Sous-catégorie 12",,"resources/views/Search.xml:55"
"Sub Category 13","Sous-catégorie 13",,"resources/views/Search.xml:56"
"Sub Category 21","Sous-catégorie 21",,"resources/views/Search.xml:57"
"Sub Category 22","Sous-catégorie 22",,"resources/views/Search.xml:58"
"Tax","Taxe",,"resources/views/Tax.xml:10"
"Tax amount","Total Taxes",,"resources/domains/Order.xml:18
resources/views/Order.xml:47"
"Taxes","Les Taxes",,"resources/domains/OrderLine.xml:13
resources/views/Menu.xml:52
resources/views/Tax.xml:5"
"Total amount","Montant Total",,"resources/domains/Order.xml:19
resources/views/Order.xml:49"
"White","Blanc",,"resources/views/Product.xml:7"
"Yellow","Jaune",,"resources/views/Product.xml:12"
